Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K136_PR001_PGM1	Tissue_area	Tissue_area	Image	Polygon	3061.4	4096.1	364508	295442	69066	18.95	2187.2	31577733.2	23681.5
K136_PR001_PGM1	tumour_immune	tumour_immune	Image	Polygon	3061.4	4096.1	364508	295442	69066	18.95	2187.2	31577733.2	23681.5
K136_PR001_PGM1	diffuse	diffuse	Image	Polygon	3061.4	4096.1	364508	295442	69066	18.95	2187.2	31577733.2	23681.5
K136_PR002_PGM1	tumour_immune	tumour_immune	Image	Geometry	4095.5	3473.5	334204	271100	63104	18.88	1733.7	36398556.1	31492.5
K136_PR002_PGM1	Tissue_area	Tissue_area	Image	Geometry	4095.5	3473.5	334204	271100	63104	18.88	1733.7	36398556.1	31492.5
K136_PR002_PGM1	diffuse	diffuse	Image	Geometry	4095.5	3473.5	334204	271100	63104	18.88	1733.7	36398556.1	31492.5
K136_PR003_PGM1	Tissue_area	Tissue_area	Image	Geometry	3800.2	2416.8	250894	208676	42218	16.83	1850.2	22818377.1	22229.8
K136_PR003_PGM1	tumour_immune	tumour_immune	Image	Geometry	3800.2	2416.8	250894	208676	42218	16.83	1850.2	22818377.1	22229.8
K136_PR003_PGM1	diffuse	diffuse	Image	Geometry	3800.2	2416.8	250894	208676	42218	16.83	1850.2	22818377.1	22229.8
K136_PR004_PGM1	tumour_immune	tumour_immune	Image	Geometry	5271.7	3108.3	347338	270814	76524	22.03	2195.3	34858224	72676.1
K136_PR004_PGM1	Tissue_area	Tissue_area	Image	Geometry	5271.7	3108.3	347338	270814	76524	22.03	2195.3	34858224	72676.1
K136_PR004_PGM1	diffuse	diffuse	Image	Geometry	5271.7	3108.3	347338	270814	76524	22.03	2195.3	34858224	72676.1
K136_PR005_PGM1	Tissue_area	Tissue_area	Image	Polygon	3082.3	3618.9	261788	226936	34852	13.31	1422.2	24506466.7	20285
K136_PR005_PGM1	tumour_immune	tumour_immune	Image	Polygon	3082.3	3618.9	261788	226936	34852	13.31	1422.2	24506466.7	20285
K136_PR005_PGM1	diffuse	diffuse	Image	Polygon	3082.3	3618.9	261788	226936	34852	13.31	1422.2	24506466.7	20285
K136_PR006_PGM1	Tissue_area	Tissue_area	Image	Polygon	2334	2940.8	147044	110750	36294	24.68	2207.8	16439066.5	18139.8
K136_PR006_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	2157	2621.7	17360	12612	4748	27.35	1032.6	4598296.3	29962
K136_PR006_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2139.7	2703.9	16538	11939	4599	27.81	1046.8	4393280.1	29630.1
K136_PR006_PGM1	tumour_immune	tumour_immune	Image	Geometry	2402.7	3065.1	129685	98139	31546	24.33	2663.8	11842295.8	32372.9
K136_PR006_PGM1	diffuse	diffuse	Image	Geometry	2402.7	3065.1	129685	98139	31546	24.33	2663.8	11842295.8	32372.9
K136_PR007_PGM1	Tissue_area	Tissue_area	Image	Polygon	2992.7	2705.7	178282	160168	18114	10.16	1002.4	18070911	17621.2
K136_PR007_PGM1	tumour_immune	tumour_immune	Image	Polygon	2992.7	2705.7	178282	160168	18114	10.16	1002.4	18070911	17621.2
K136_PR007_PGM1	diffuse	diffuse	Image	Polygon	2992.7	2705.7	178282	160168	18114	10.16	1002.4	18070911	17621.2
K136_PR008_PGM1	Tissue_area	Tissue_area	Image	Polygon	2396	2497.8	55372	45988	9384	16.95	901.1	10413978.1	16761.9
K136_PR008_PGM1	tumour_immune	tumour_immune	Image	Polygon	2396	2497.8	55372	45988	9384	16.95	901.1	10413978.1	16761.9
K136_PR008_PGM1	diffuse	diffuse	Image	Polygon	2396	2497.8	55372	45988	9384	16.95	901.1	10413978.1	16761.9
