Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K136_PR001_CD3 	tumour_immune	tumour_immune	Image	Geometry	3305.8	4170.4	156757	150342	6415	4.092	208.26	30802394	27889.5
K136_PR001_CD3 	Tissue_area	Tissue_area	tumour_immune	Geometry	3305.8	4170.4	156757	150342	6415	4.092	208.26	30802394	27889.5
K136_PR001_CD3 	diffuse	diffuse	Image	Geometry	3305.8	4170.4	156757	150342	6415	4.092	208.26	30802394	27889.5
K136_PR002_CD3 	tumour_immune	tumour_immune	Image	Geometry	3999.3	3410.4	152827	146811	6016	3.936	164.45	36583281.4	35833.9
K136_PR002_CD3 	Tissue_area	Tissue_area	Image	Geometry	3999.3	3410.4	152827	146811	6016	3.936	164.45	36583281.4	35833.9
K136_PR002_CD3 	aggregates	aggregates	Image	Geometry	3999.3	3410.4	152827	146811	6016	3.936	164.45	36583281.4	35833.9
K136_PR003_CD3 	artefact	artefact	Image	Geometry	2813	2933.4	25622	24573	1049	4.094	353.78	2965098.2	17601.7
K136_PR003_CD3 	tumour_immune	tumour_immune	Image	Geometry	4270.9	2567.8	57531	56535	996	1.731	83.52	11925619.2	28824.1
K136_PR003_CD3 	diffuse	diffuse	tumour_immune	Geometry	4270.9	2567.8	57531	56535	996	1.731	83.52	11925619.2	28824.1
K136_PR003_CD3 	Tissue_area	Tissue_area	Image	Geometry	3980.6	2640.6	83153	81108	2045	2.459	137.33	14890717.4	20491.6
K136_PR004_CD3 	tumour_immune	tumour_immune	Image	Geometry	5720.1	3508.8	139759	134297	5462	3.908	162.2	33675011.5	64719.1
K136_PR004_CD3 	Tissue_area	Tissue_area	Image	Geometry	5720.1	3508.8	139759	134297	5462	3.908	162.2	33675011.5	64719.1
K136_PR004_CD3 	diffuse	diffuse	Image	Geometry	5720.1	3508.8	139759	134297	5462	3.908	162.2	33675011.5	64719.1
K136_PR005_CD3 	artefact	artefact	Image	Geometry	1455.2	3236.1	3247	2991	256	7.884	392.61	652042.7	8187
K136_PR005_CD3 	tumour_immune	tumour_immune	Image	Polygon	3186.2	3698.9	247881	244020	3861	1.558	187.64	20577014.7	28436.8
K136_PR005_CD3 	Tissue_area	Tissue_area	Image	Polygon	3186.2	3698.9	247881	244020	3861	1.558	187.64	20577014.7	28436.8
K136_PR005_CD3 	diffuse	diffuse	Image	Polygon	3186.2	3698.9	247881	244020	3861	1.558	187.64	20577014.7	28436.8
K136_PR006_CD3 	haemorrhage	haemorrhage	Image	Geometry	2947.1	1880.4	4662	3847	815	17.48	424.32	1920729	6911.5
K136_PR006_CD3 	Tissue_area	Tissue_area	Image	Geometry	1955.3	3470.9	96047	91886	4161	4.332	302.99	13733137.4	22548.7
K136_PR006_CD3 	tumour_immune	tumour_immune	Image	Geometry	1967.3	3298.2	92030	88852	3178	3.453	259.11	12265145.1	27515.9
K136_PR006_CD3 	diffuse	diffuse	tumour_immune	Geometry	1967.3	3298.2	92030	88852	3178	3.453	259.11	12265145.1	27515.9
K136_PR006_CD3 	Fibrosis	Fibrosis	Image	Geometry	1858.2	4906.9	3634	2685	949	26.11	714.09	1328970.6	8172.9
K136_PR006_CD3 	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	1858.2	4906.9	3634	2685	949	26.11	714.09	1328970.6	8172.9
K136_PR007_CD3 	Fibrosis	Fibrosis	Image	Geometry	1468.5	1913.4	994	991	3	0.3018	4.274	701988.5	4579.5
K136_PR007_CD3 	tumour_immune	tumour_immune	Image	Geometry	3066.5	2762.8	131803	107840	23963	18.18	1479.4	16197839.9	19765.7
K136_PR007_CD3 	Tissue_area	Tissue_area	Image	Geometry	3066.5	2755.3	131789	107837	23952	18.17	1478.7	16197839.9	19765.7
K136_PR007_CD3 	diffuse	diffuse	Image	Geometry	3066.5	2762.8	131803	107840	23963	18.18	1479.4	16197839.9	19765.7
K136_PR007_CD3 	Fibrosis	Fibrosis	Image	Geometry	1468.5	1913.4	994	991	3	0.3018	4.274	701988.5	4579.5
K136_PR008_CD3 	tumour_immune	tumour_immune	Image	Geometry	2625.7	2767.7	45746	44952	794	1.736	76.96	10317152.9	18115.3
K136_PR008_CD3 	diffuse	diffuse	Image	Geometry	2625.7	2767.7	45746	44952	794	1.736	76.96	10317152.9	18115.3
K136_PR008_CD3 	Tissue_area	Tissue_area	Image	Geometry	2625.7	2767.7	45746	44952	794	1.736	76.96	10317152.9	18115.3
