Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K059_PR002_CD3	Tissue_area	Tissue_area	Image	Geometry	3985.1	2808.2	89891	78704	11187	12.45	384.96	29060418.9	29872.1
K059_PR002_CD3	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	6601.9	3069.3	1677	1087	590	35.18	403.08	1463746.1	13982
K059_PR002_CD3	tumour_immune	tumour_immune	Image	Geometry	3846.4	2794.8	88206	77612	10594	12.01	383.83	27600577.9	37428.1
K059_PR002_CD3	aggregates	aggregates	Image	Geometry	3846.4	2794.8	88206	77612	10594	12.01	383.83	27600577.9	37428.1
K059_PR002_CD3	haemorrhage	haemorrhage	Image	Geometry	6601.9	3069.3	1677	1087	590	35.18	403.08	1463746.1	13982
K059_PR003_CD3	Tissue_area	Tissue_area	Image	Geometry	6670.3	3150.4	413077	380960	32117	7.775	864.36	37156926.9	62778
K059_PR003_CD3	artefact	artefact	Tissue_area	Geometry	1149.8	3528.5	4839	4216	623	12.87	873.61	713136.2	5406.7
K059_PR003_CD3	tumour_immune	tumour_immune	Image	Geometry	6778.5	3143	408232	376739	31493	7.714	864.18	36442635.3	64666.7
K059_PR003_CD3	aggregates	aggregates	Image	Geometry	6778.5	3143	408232	376739	31493	7.714	864.18	36442635.3	64666.7
K059_PR004_CD3	tumour_immune	tumour_immune	Image	Geometry	2066.4	2119	26240	23982	2258	8.605	245.67	9191229.6	18764.2
K059_PR004_CD3	Tissue_area	Tissue_area	Image	Geometry	2066.4	2119	26240	23982	2258	8.605	245.67	9191229.6	18764.2
K059_PR004_CD3	aggregates	aggregates	Image	Geometry	2066.4	2119	26240	23982	2258	8.605	245.67	9191229.6	18764.2
K059_PR005_CD3	tumour_immune	tumour_immune	Image	Geometry	3079	3018.2	193932	178804	15128	7.801	726.55	20821638.1	52376.6
K059_PR005_CD3	Tissue_area	Tissue_area	Image	Geometry	3079	3018.2	193932	178804	15128	7.801	726.55	20821638.1	52376.6
K059_PR005_CD3	aggregates	aggregates	Image	Geometry	3079	3018.2	193932	178804	15128	7.801	726.55	20821638.1	52376.6
K059_PR008_CD3	Tissue_area	Tissue_area	Image	Geometry	5234.9	3125.6	116191	81477	34714	29.88	985.08	35239694.7	54051.9
K059_PR008_CD3	tumour_immune	tumour_immune	Image	Geometry	5234.9	3125.6	116191	81477	34714	29.88	985.08	35239694.7	54051.9
K059_PR008_CD3	hotspots	hotspots	Image	Geometry	5234.9	3125.6	116191	81477	34714	29.88	985.08	35239694.7	54051.9
K059_PR009_CD3 	tumour_immune	tumour_immune	Image	Geometry	4196.7	4232.4	199338	173078	26260	13.17	888.44	29557590	56385.7
K059_PR009_CD3 	Tissue_area	Tissue_area	Image	Geometry	4196.7	4232.4	199338	173078	26260	13.17	888.44	29557590	56385.7
K059_PR009_CD3 	aggregates	aggregates	Image	Geometry	4196.7	4232.4	199338	173078	26260	13.17	888.44	29557590	56385.7
K059_PR010_CD3 	Tissue_area	Tissue_area	Image	Geometry	3598.8	3455.8	58163	44580	13583	23.35	604.2	22480862.5	47018.3
K059_PR010_CD3 	artefact	artefact	Tissue_area	Geometry	1974.2	4025.5	13446	10069	3377	25.12	1562.5	2161299.4	14932.3
K059_PR010_CD3 	tumour_immune	tumour_immune	Image	Geometry	3770.5	3393.5	44717	34511	10206	22.82	502.35	20316468.5	51462.7
K059_PR010_CD3 	hot spots	hot spots	Image	Geometry	3770.5	3393.5	44717	34511	10206	22.82	502.35	20316468.5	51462.7
K059_PR011_CD3 	tumour_immune	tumour_immune	Image	Geometry	4064.9	3218.7	58224	38041	20183	34.66	811.47	24872031.3	59779.5
K059_PR011_CD3 	Tissue_area	Tissue_area	Image	Geometry	4064.9	3218.7	58224	38041	20183	34.66	811.47	24872031.3	59779.5
K059_PR011_CD3 	aggregates	aggregates	Image	Geometry	4064.9	3218.7	58224	38041	20183	34.66	811.47	24872031.3	59779.5
K059_PR013_CD3 	tumour_immune	tumour_immune	Image	Geometry	4235.2	3690.9	213000	183744	29256	13.74	1243.5	23526869.8	56396.4
K059_PR013_CD3 	Tissue_area	Tissue_area	Image	Geometry	4235.2	3690.9	213000	183744	29256	13.74	1243.5	23526869.8	56396.4
K059_PR013_CD3 	aggregates	aggregates	Image	Geometry	4235.2	3690.9	213000	183744	29256	13.74	1243.5	23526869.8	56396.4
