Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K252_PR001_CD3	tumour_immune	tumour_immune	Image	Geometry	1710.9	2079.1	54632	37158	17474	31.98	2063.1	8469601.3	24499.1
K252_PR001_CD3	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	2915.1	1610.3	14013	5168	8845	63.12	4795.8	1844332.8	13713.7
K252_PR001_CD3	Tissue_area	Tissue_area	Image	Polygon	1926.2	1995.3	68645	42326	26319	38.34	2551.8	10313934.1	15960.5
K252_PR001_CD3	diffuse	diffuse	Image	Geometry	1710.9	2079.1	54632	37158	17474	31.98	2063.1	8469601.3	24499.1
K252_PR001_CD3	Fibrosis	Fibrosis	Image	Geometry	2915.1	1610.3	14013	5168	8845	63.12	4795.8	1844332.8	13713.7
K252_PR002_CD3	tumour_immune	tumour_immune	Image	Geometry	928.99	1812.6	5681	4394	1287	22.65	656.89	1959246.6	11096.6
K252_PR002_CD3	Fibrosis	Fibrosis	Image	Geometry	2560	1388.6	12587	8061	4526	35.96	933.29	4849502.9	16355.6
K252_PR002_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1664.2	1460.8	2899	2154	745	25.7	543.07	1371824.3	10663.7
K252_PR002_CD3	Tissue_area	Tissue_area	Image	Geometry	2090.7	1510.6	18268	12455	5813	31.82	853.75	6808749.5	16285.9
K252_PR002_CD3	aggregates	aggregates	Image	Geometry	928.99	1812.6	5681	4394	1287	22.65	656.89	1959246.6	11096.6
K252_PR003_CD3	tumour_immune	tumour_immune	Image	Geometry	2365.7	3892.8	9055	7915	1140	12.59	501.47	2273310.4	9264.3
K252_PR003_CD3	Fibrosis	Fibrosis	Image	Polygon	2361.1	2161	8925	5874	3051	34.18	344.75	8849914.8	15495.9
K252_PR003_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Polygon	2531.5	3188.8	2729	1913	816	29.9	472.95	1725351	8411
K252_PR003_CD3	Tissue_area	Tissue_area	Image	Geometry	2362	2515	17980	13789	4191	23.31	376.78	11123225.2	17808.4
K252_PR003_CD3	diffuse	diffuse	Image	Geometry	2365.7	3892.8	9055	7915	1140	12.59	501.47	2273310.4	9264.3
K252_PR004_CD3	Tissue_area	Tissue_area	Image	Geometry	1750.5	2931	60524	51756	8768	14.49	838.37	10458352.6	26115.7
K252_PR004_CD3	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	1057.5	1488.9	3877	2995	882	22.75	488.43	1805779.3	17205.3
K252_PR004_CD3	tumour_immune	tumour_immune	Image	Geometry	1892.7	3212.8	56698	48799	7899	13.93	906.66	8712238.9	33084.3
K252_PR004_CD3	aggregates	aggregates	Image	Geometry	1892.7	3212.8	56698	48799	7899	13.93	906.66	8712238.9	33084.3
K252_PR004_CD3	Fibrosis	Fibrosis	Image	Geometry	1057.5	1488.9	3877	2995	882	22.75	488.43	1805779.3	17205.3
K252_PR005_CD3	tumour_immune	tumour_immune	Image	Geometry	1885.6	2672.9	13630	6316	7314	53.66	3749.3	1950767	24252.9
K252_PR005_CD3	Fibrosis	Fibrosis	Image	Geometry	2419.5	3127.1	53921	24611	29310	54.36	2649.6	11062195.9	42627.1
K252_PR005_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1571	2600.1	20737	9008	11729	56.56	2613.7	4487587	41185.6
K252_PR005_CD3	hot spots	hot spots	Image	Geometry	1885.6	2672.9	13630	6316	7314	53.66	3749.3	1950767	24252.9
K252_PR005_CD3	Tissue_area	Tissue_area	Image	Geometry	2339.5	3059	67551	30927	36624	54.22	2814.4	13012962.9	28733
K252_PR006_CD3	Tissue_area	Tissue_area	Image	Geometry	2408.7	2307.6	112712	83931	28781	25.53	2466.8	11667345.4	16110.1
K252_PR006_CD3	Fibrosis	Fibrosis	Tissue_area	Geometry	1605.1	3123.9	7998	5843	2155	26.94	710.71	3032181.2	14058.2
K252_PR006_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1989.2	3100.8	4885	3486	1399	28.64	735.97	1900881.1	12740
K252_PR006_CD3	tumour_immune	tumour_immune	Image	Geometry	2690.9	2021	104714	78088	26626	25.43	3083.4	8635164.2	16038.3
K252_PR006_CD3	hot spots	hot spots	Image	Geometry	2690.9	2021	104714	78088	26626	25.43	3083.4	8635164.2	16038.3
K252_PR007_CD3	Tissue_area	Tissue_area	Image	Geometry	2578.6	2179.5	50058	47041	3017	6.027	250.42	12047644.6	17821.6
K252_PR007_CD3	Fibrosis	Fibrosis	Tissue_area	Geometry	2270.1	2891.2	6227	5509	718	11.53	205.85	3487913.9	24051
K252_PR007_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2142.1	2778.2	5361	4739	622	11.6	204.45	3042304.8	24289.4
K252_PR007_CD3	tumour_immune	tumour_immune	Image	Geometry	2704.3	1889.5	43831	41532	2299	5.245	268.58	8559730.6	26255.5
K252_PR007_CD3	diffuse	diffuse	Image	Geometry	2704.3	1889.5	43831	41532	2299	5.245	268.58	8559730.6	26255.5
K252_PR008_CD3	tumour_immune	tumour_immune	Image	Geometry	1658.3	2632.4	29770	25290	4480	15.05	653.61	6854265.1	29793.5
K252_PR008_CD3	Fibrosis	Fibrosis	Image	Geometry	2867.8	2375	13534	12072	1462	10.8	234.07	6245897.9	22176.7
K252_PR008_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2810.1	2521.6	11245	10026	1219	10.84	258.56	4714626	26883.5
K252_PR008_CD3	Tissue_area	Tissue_area	Image	Geometry	2235	2509.7	43304	37362	5942	13.72	453.58	13100163	25432
K252_PR008_CD3	aggregates	aggregates	Image	Geometry	1658.3	2632.4	29770	25290	4480	15.05	653.61	6854265.1	29793.5
K252_PR009_CD3	Tissue_area	Tissue_area	Image	Geometry	2021.6	2882.3	134488	109527	24961	18.56	1635.5	15261554.5	45168.6
K252_PR009_CD3	Fibrosis	Fibrosis	Tissue_area	Geometry	1056.5	4243.7	14157	12019	2138	15.1	382.89	5583920.8	23167.3
K252_PR009_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1079	2958.4	6905	5577	1328	19.23	666.07	1993774.6	13218.9
K252_PR009_CD3	tumour_immune	tumour_immune	Image	Geometry	2578.4	2096.8	120331	97508	22823	18.97	2358.3	9677633.7	27798.1
K252_PR009_CD3	hot spots	hot spots	Image	Geometry	2578.4	2096.8	120331	97508	22823	18.97	2358.3	9677633.7	27798.1
K252_PR010_CD3	Tissue_area	Tissue_area	Image	Polygon	3059.1	2185.7	153836	129930	23906	15.54	1730.2	13816533.3	16570.2
K252_PR010_CD3	tumour_immune	tumour_immune	Image	Polygon	3059.1	2185.7	153836	129930	23906	15.54	1730.2	13816533.3	16570.2
