Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K328_PR001_CD3	Tissue_area	Tissue_area	Image	Geometry	1599	2656.5	59066	47637	11429	19.35	1224.1	9336977.1	17631.3
K328_PR001_CD3	tumour_immune	tumour_immune	Image	Geometry	1608.1	2751.2	31879	28253	3626	11.37	900.47	4026793.9	18170.3
K328_PR001_CD3	diffuse	diffuse	Image	Geometry	1608.1	2751.2	31879	28253	3626	11.37	900.47	4026793.9	18170.3
K328_PR001_CD3	Fibrosis	Fibrosis	Image	Geometry	1592.1	2584.7	27187	19384	7803	28.7	1469.4	5310183.2	21920.9
K328_PR001_CD3	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	1555.5	2581.9	22883	16265	6618	28.92	1512.5	4375458.4	22604.6
K328_PR002_CD3	Tissue_area	Tissue_area	Image	Polygon	1074.4	2447.2	24069	15876	8193	34.04	2214.9	3699066.6	13688.7
K328_PR002_CD3	tumour_immune	tumour_immune	Tissue_area	Geometry	1271.3	2981.6	9180	8630	550	5.991	225.42	2439869.4	11551.3
K328_PR002_CD3	Normal kidney	Normal kidney	Image	Polygon	693.09	1411.8	14889	7246	7643	51.33	6067.2	1259729.6	6888.5
K328_PR002_CD3	peri-tumoural_immune	peri-tumoural_immune	Normal kidney	Polygon	796.9	1716.7	9630	5529	4101	42.59	5135.2	798600.5	5272.6
K328_PR002_CD3	diffuse	diffuse	Image	Geometry	1271.3	2981.6	9180	8630	550	5.991	225.42	2439869.4	11551.3
K328_PR003_CD3	Tissue_area	Tissue_area	Image	Polygon	1738.6	2159.7	59801	50902	8899	14.88	1075.7	8272444.5	14017.3
K328_PR003_CD3	Normal kidney	Normal kidney	Tissue_area	Geometry	1644.5	1808.8	31924	24266	7658	23.99	1457.9	5252626.1	22776.8
K328_PR003_CD3	peri-tumoural_immune	peri-tumoural_immune	Normal kidney	Geometry	1743.5	2103.1	23721	18627	5094	21.47	1308.1	3894127.3	21823.2
K328_PR003_CD3	tumour_immune	tumour_immune	Image	Geometry	1902.3	2770	27877	26636	1241	4.452	410.95	3019816.5	16793.3
K328_PR003_CD3	diffuse	diffuse	Image	Geometry	1902.3	2770	27877	26636	1241	4.452	410.95	3019816.5	16793.3
K328_PR004_CD3	tumour_immune	tumour_immune	Image	Geometry	2133.1	4393.5	17754	15371	2383	13.42	914.69	2605258.9	21442.6
K328_PR004_CD3	Tissue_area	Tissue_area	Image	Geometry	1765.2	4600.7	75568	50813	24755	32.76	1580.6	15661839	26052.7
K328_PR004_CD3	Normal kidney	Normal kidney	Tissue_area	Geometry	1692.2	4640.8	57817	35445	22372	38.69	1712.6	13063249.6	38228.8
K328_PR004_CD3	peri-tumoural_immune	peri-tumoural_immune	Normal kidney	Geometry	1782.5	3776.9	38515	22336	16179	42.01	2291.4	7060799.2	37001.9
K328_PR004_CD3	diffuse	diffuse	Image	Geometry	2133.1	4393.5	17754	15371	2383	13.42	914.69	2605258.9	21442.6
K328_PR005_CD3	Tissue_area	Tissue_area	Image	Polygon	2115.9	2766.2	70985	55141	15844	22.32	1704.2	9296933.4	23805.7
K328_PR005_CD3	Normal kidney	Normal kidney	Tissue_area	Geometry	2373.8	3432	30948	19225	11723	37.88	2586.8	4531877.5	14967.8
K328_PR005_CD3	peri-tumoural_immune	peri-tumoural_immune	Normal kidney	Geometry	2006.7	2817	16531	10455	6076	36.76	2589.7	2346200.6	14102.3
K328_PR005_CD3	tumour_immune	tumour_immune	Image	Geometry	1870.7	2133.1	40037	35916	4121	10.29	864.84	4765054.8	25753.4
K328_PR005_CD3	diffuse	diffuse	Image	Geometry	1870.7	2133.1	40037	35916	4121	10.29	864.84	4765054.8	25753.4
K328_PR006_CD3	Tissue_area	Tissue_area	Image	Geometry	1975.3	2301.7	111736	80030	31706	28.38	3215	9861777.1	15429.8
K328_PR006_CD3	Normal kidney	Normal kidney	Image	Geometry	1975.3	2301.7	111736	80030	31706	28.38	3215	9861777.1	15429.8
K328_PR007_CD3	Tissue_area	Tissue_area	Image	Geometry	1862.1	2569.9	76143	68276	7867	10.33	696.87	11289112.3	18607.1
K328_PR007_CD3	Fibrosis	Fibrosis	Tissue_area	Geometry	1785.6	1423.5	17984	14073	3911	21.75	997.85	3919411.7	16927.2
K328_PR007_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1797.2	1415.2	15758	12661	3097	19.65	892.09	3471636.4	20835.2
K328_PR007_CD3	tumour_immune	tumour_immune	Image	Geometry	1902.6	3175.9	58171	54214	3957	6.802	536.23	7379355.5	23866.3
K328_PR007_CD3	diffuse	diffuse	Image	Geometry	1902.6	3175.9	58171	54214	3957	6.802	536.23	7379355.5	23866.3
K328_PR008_CD3	Tissue_area	Tissue_area	Image	Geometry	2428.4	4419.8	103803	84963	18840	18.15	989.57	19038602.7	38920.3
K328_PR008_CD3	Fibrosis	Fibrosis	Tissue_area	Geometry	2601.1	3549.3	37060	27721	9339	25.2	888.23	10514120.5	30660.9
K328_PR008_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2222.3	5623	21578	15528	6050	28.04	1399.6	4322688	26847.9
K328_PR008_CD3	tumour_immune	tumour_immune	Image	Geometry	2217.3	5500.1	66743	57242	9501	14.24	1112	8543985.1	41199.8
K328_PR008_CD3	aggregates	aggregates	Image	Geometry	2217.3	5500.1	66743	57242	9501	14.24	1112	8543985.1	41199.8
