Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K237_PR001_CD3	tumour_immune	tumour_immune	Image	Geometry	1831.6	1202.8	13675	12523	1152	8.424	447.75	2572878	25686.6
K237_PR001_CD3	Fibrosis	Fibrosis	Image	Geometry	1343.4	1881.3	7098	6655	443	6.241	202.97	2182536.8	22334.1
K237_PR001_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1352.8	1876.9	6954	6520	434	6.241	202.06	2147873.7	23756.4
K237_PR001_CD3	Tissue_area	Tissue_area	Image	Polygon	1607.5	1514.2	20773	19178	1595	7.678	335.41	4755414.9	10668.3
K237_PR001_CD3	diffuse	diffuse	Image	Geometry	1831.6	1202.8	13675	12523	1152	8.424	447.75	2572878	25686.6
K237_PR002_CD3	Tissue_area	Tissue_area	Image	Polygon	1470.8	2151.5	47814	41621	6193	12.95	799.09	7750111.1	10979.9
K237_PR002_CD3	tumour_immune	tumour_immune	Image	Geometry	1469.2	1638.1	32586	29189	3397	10.42	894.91	3795894	12583.3
K237_PR002_CD3	Fibrosis	Fibrosis	Image	Geometry	1536	2559.3	13248	11357	1891	14.27	528.1	3580784.7	18364.8
K237_PR002_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1547.1	2096.7	10052	8553	1499	14.91	658.24	2277274.6	17672
K237_PR002_CD3	diffuse	diffuse	Image	Geometry	1469.2	1638.1	32586	29189	3397	10.42	894.91	3795894	12583.3
K237_PR003_CD3	Tissue_area	Tissue_area	Image	Polygon	2317.8	2160	106354	92288	14066	13.23	1165.5	12069102.9	16271.3
K237_PR003_CD3	tumour_immune	tumour_immune	Image	Polygon	2317.8	2160	106354	92288	14066	13.23	1165.5	12069102.9	16271.3
K237_PR003_CD3	aggregates	aggregates	Image	Polygon	2317.8	2160	106354	92288	14066	13.23	1165.5	12069102.9	16271.3
K237_PR004_CD3	tumour_immune	tumour_immune	Image	Polygon	2029.2	1878.3	62058	59551	2507	4.04	262.18	9562265.6	12902.6
K237_PR004_CD3	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	3641.1	2428.4	1720	1661	59	3.43	75.6	780459.2	4316.2
K237_PR004_CD3	Tissue_area	Tissue_area	Image	Polygon	2150.8	1919.8	63778	61212	2566	4.023	248.1	10342724.9	12889.8
K237_PR004_CD3	diffuse	diffuse	Image	Polygon	2029.2	1878.3	62058	59551	2507	4.04	262.18	9562265.6	12902.6
K237_PR004_CD3	Fibrosis	Fibrosis	Image	Geometry	3641.1	2428.4	1720	1661	59	3.43	75.6	780459.2	4316.2
K237_PR005_CD3	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	2273.9	930.38	1774	1706	68	3.833	87.16	780157.9	6582.8
K237_PR005_CD3	tumour_immune	tumour_immune	Image	Polygon	2369.9	2953.9	81527	78698	2829	3.47	198.39	14259557.2	19758.5
K237_PR005_CD3	Tissue_area	Tissue_area	Image	Polygon	2364.9	2848.9	83301	80404	2897	3.478	192.62	15039715.2	18924.3
K237_PR005_CD3	diffuse	diffuse	Image	Polygon	2369.9	2953.9	81527	78698	2829	3.47	198.39	14259557.2	19758.5
K237_PR005_CD3	Fibrosis	Fibrosis	Image	Geometry	2273.9	930.38	1774	1706	68	3.833	87.16	780157.9	6582.8
K237_PR006_CD3	tumour_immune	tumour_immune	Image	Polygon	2419	2021.5	114078	105064	9014	7.902	907.89	9928466.6	12117.8
K237_PR006_CD3	Tissue_area	Tissue_area	Image	Polygon	2419	2021.5	114078	105064	9014	7.902	907.89	9928466.6	12117.8
K237_PR006_CD3	diffuse	diffuse	Image	Polygon	2419	2021.5	114078	105064	9014	7.902	907.89	9928466.6	12117.8
K237_PR007_CD3	Tissue_area	Tissue_area	Image	Geometry	1980.1	1939.2	126946	122426	4520	3.561	554.19	8156001	18961.6
K237_PR007_CD3	tumour_immune	tumour_immune	Image	Geometry	1980.1	1939.2	126946	122426	4520	3.561	554.19	8156001	18961.6
K237_PR007_CD3	diffuse	diffuse	Image	Geometry	1980.1	1939.2	126946	122426	4520	3.561	554.19	8156001	18961.6
K237_PR008_CD3	tumour_immune	tumour_immune	Image	Geometry	1728.9	2189.4	61098	58172	2926	4.789	528.93	5531913	22206.6
K237_PR008_CD3	Tissue_area	Tissue_area	Image	Geometry	1728.9	2189.4	61098	58172	2926	4.789	528.93	5531913	22206.6
K237_PR008_CD3	diffuse	diffuse	Image	Geometry	1728.9	2189.4	61098	58172	2926	4.789	528.93	5531913	22206.6
